Address,Lead_Status,Latitude,Longitude,Source,Last_Visited,Last_Result,Callback_Target,Notes,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,Address_Normalized,Geocodio Latitude,Geocodio Longitude,In_Source_CSV,Price,Beds,Baths,SqFt,Sold Date,Redfin Link,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Next_Eligible_Date,Street_Key,Street_Last_Visited,Street_Next_Eligible_Date,Street_Cooldown_Source
"112 Washington St, Belton, SC 29627",ELIGIBLE,34.5274027,-82.4946704,tricounty,,,,,PAST SALE,2025-12-05,Single Family Residential,112 Washington St,Belton,SC,29627,100500.0,3.0,2.0,Belton,1200.0,,,,84.0,,Sold,,,https://www.redfin.com/SC/Belton/112-Washington-St-29627/home/86711974,WUMLS,20290828.0,N,Y,34.5274027,-82.4946704,Anderson,112 WASHINGTON ST BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,WASHINGTON ST,,,
"112 Water Falls Rd, Sunset, SC 29685.0",ELIGIBLE,35.0079597,-82.8258354,tricounty,,,,,PAST SALE,2025-11-25,Single Family Residential,112 Water Falls Rd,Sunset,SC,29685.0,899900.0,4.0,3.5,Sunset,3500.0,51836.0,2007.0,,257.0,,Sold,,,https://www.redfin.com/SC/Sunset/112-Water-Falls-Rd-29685/home/60659280,WUMLS,20288033.0,N,Y,35.0079597,-82.8258354,Pickens,112 WATER FALLS RD SUNSET SC 296850,,,,,,,,,,,,,,,,,,,,,,,,,,WATER FALLS RD,,,
"112 Waterbury Way, Pendleton, SC 29670",ELIGIBLE,34.6570657,-82.6460093,tricounty,,,,,PAST SALE,2025-07-31,Single Family Residential,112 Waterbury Way,Pendleton,SC,29670,605000.0,4.0,3.0,Bent Trail,2938.0,253083.0,1997.0,,206.0,,Sold,,,https://www.redfin.com/SC/Pendleton/112-Waterbury-Way-29670/home/86695755,WUMLS,20289304.0,N,Y,34.6570657,-82.6460093,Anderson,112 WATERBURY WAY PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,,WATERBURY WAY,,,
"112 Whippoorwill Dr, Seneca, SC 29672",ELIGIBLE,34.7058982,-82.9594428,tricounty,,,,,PAST SALE,2025-09-22,Single Family Residential,112 Whippoorwill Dr,Seneca,SC,29672,1450000.0,4.0,3.0,Normandy Shores,3336.0,30491.0,1973.0,,435.0,4.0,Sold,,,https://www.redfin.com/SC/Seneca/112-Whippoorwill-Dr-29672/home/129097848,Greater Greenville MLS,1566052.0,N,Y,34.7058982,-82.9594428,Oconee,112 WHIPPOORWILL DR SENECA SC 29672,,,,,,,,,,,,,,,,,,,,,,,,,,WHIPPOORWILL DR,,,
"112 Willene Dr, Piedmont, SC 29673",ELIGIBLE,34.7281407,-82.5224959,tricounty,,,,,PAST SALE,2025-03-07,Single Family Residential,112 Willene Dr,Piedmont,SC,29673,436000.0,5.0,3.0,Mountain Lakes Estates,2889.0,26136.0,,,151.0,,Sold,,,https://www.redfin.com/SC/Piedmont/112-Willene-Dr-29673/home/60629077,Greater Greenville MLS,1542916.0,N,Y,34.7281407,-82.5224959,Anderson,112 WILLENE DR PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,WILLENE DR,,,
"112 Winter Valley Ln, Belton, SC 29627",ELIGIBLE,34.581256,-82.590259,tricounty,,,,,PAST SALE,2025-06-20,Single Family Residential,112 Winter Valley Ln,Belton,SC,29627,680000.0,5.0,3.5,Belton,4687.0,43560.0,,,145.0,57.0,Sold,,,https://www.redfin.com/SC/Belton/112-Winter-Valley-Ln-29627/home/191617664,Greater Greenville MLS,1553870.0,N,Y,34.581256,-82.590259,Anderson,112 WINTER VALLEY LN BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,WINTER VALLEY LN,,,
"112 Woodstone Dr, Easley, SC 29642-7875",ELIGIBLE,34.726391,-82.5715169,tricounty,,,,,PAST SALE,2025-09-11,Single Family Residential,112 Woodstone Dr,Easley,SC,29642-7875,690000.0,3.0,4.0,Ashley Woods,5116.0,36590.0,,,135.0,46.0,Sold,,,https://www.redfin.com/SC/Easley/112-Woodstone-Dr-29642/home/144548757,Greater Greenville MLS,1560000.0,N,Y,34.726391,-82.5715169,Anderson,112 WOODSTONE DR EASLEY SC 296427875,,,,,,,,,,,,,,,,,,,,,,,,,,WOODSTONE DR,,,
"1120 Singleton Rd, Westminster, SC 29693",ELIGIBLE,34.6133066,-83.1525083,tricounty,,,,,PAST SALE,2025-12-19,Single Family Residential,1120 Singleton Rd,Westminster,SC,29693,637500.0,2.0,2.5,Westminster,1803.0,784080.0,2023.0,,354.0,,Sold,,,https://www.redfin.com/SC/Westminster/1120-Singleton-Rd-29693/home/129292378,WUMLS,20293987.0,N,Y,34.6133066,-83.1525083,Oconee,1120 SINGLETON RD WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,SINGLETON RD,,,
"1125 Lake Jemiki Rd, Walhalla, SC 29691",ELIGIBLE,34.7754773,-83.1057414,tricounty,,,,,PAST SALE,,Single Family Residential,1125 Lake Jemiki Rd,Walhalla,SC,29691,215000.0,3.0,2.0,,1473.0,43560.0,1970.0,,146.0,,,,,https://www.redfin.com/SC/Walhalla/1125-Lake-Jemiki-Rd-29691/home/129367264,,,N,Y,34.7754773,-83.1057414,Oconee,1125 LAKE JEMIKI RD WALHALLA SC 29691,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE JEMIKI RD,,,
"1126 Tall Oaks Cir, Piedmont, SC 29673",ELIGIBLE,34.738312,-82.4766506,tricounty,,,,,PAST SALE,,Other,1126 Tall Oaks Cir,Piedmont,SC,29673,245000.0,,,,1450.0,25265.0,,,169.0,,,,,https://www.redfin.com/SC/Piedmont/1126-Tall-Oaks-Cir-29673/home/60693568,,,N,Y,34.738312,-82.4766506,Anderson,1126 TALL OAKS CIR PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,TALL OAKS CIR,,,
"1127 Airline Rd, Anderson, SC 09624-9999",HARD_NO,34.4438348,-82.6387743,tricounty,2026-01-13,NOT_INTERESTED,,,PAST SALE,2025-09-29,Single Family Residential,1127 Airline Rd,Anderson,SC,09624-9999,259990.0,4.0,3.0,Other (See Remarks),1774.0,24393.0,2025.0,,147.0,31.0,Sold,,,https://www.redfin.com/SC/Anderson/1127-Airline-Rd-29624/home/196477866,Greater Greenville MLS,1563614.0,N,Y,34.4438348,-82.6387743,Anderson,1127 AIRLINE RD ANDERSON SC 096249999,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-12,AIRLINE RD,2026-01-13,2026-02-12,ASSUMED_NOT_INTERESTED_ROUTE
"1128 Ramona Dr, Belton, SC 29627",ELIGIBLE,34.501073,-82.588528,tricounty,,,,,PAST SALE,2025-08-21,Single Family Residential,1128 Ramona Dr,Belton,SC,29627,470000.0,3.0,3.0,Belton,2800.0,18295.0,2025.0,,168.0,,Sold,,,https://www.redfin.com/SC/Belton/1128-Ramona-Dr-29627/home/86673022,WUMLS,20287737.0,N,Y,34.501073,-82.588528,Anderson,1128 RAMONA DR BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,RAMONA DR,,,
"113 Alder Ln, Fair Play, SC 29643",ELIGIBLE,34.4932418,-82.9580785,tricounty,,,,,PAST SALE,2025-10-02,Single Family Residential,113 Alder Ln,Fair Play,SC,29643,525000.0,3.0,2.5,,1330.0,22651.0,,,395.0,,Sold,,,https://www.redfin.com/SC/Fair-Play/113-Alder-Ln-29643/home/164455723,Greater Greenville MLS,1558897.0,N,Y,34.4932418,-82.9580785,Anderson,113 ALDER LN FAIR PLAY SC 29643,,,,,,,,,,,,,,,,,,,,,,,,,,ALDER LN,,,
"113 Alpine Heights Ct, Anderson, SC 29625",ELIGIBLE,34.5476326,-82.7402631,tricounty,,,,,PAST SALE,2025-03-27,Single Family Residential,113 Alpine Heights Ct,Anderson,SC,29625,317000.0,3.0,2.0,Anderson,1812.0,104544.0,2025.0,,175.0,,Sold,,,https://www.redfin.com/SC/Anderson/6145-Old-Pearman-Dairy-Rd-29625/home/86685166,Greater Greenville MLS,1548600.0,N,Y,34.5476326,-82.7402631,Anderson,113 ALPINE HEIGHTS CT ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,ALPINE HEIGHTS CT,,,
"113 Arbor Woods Way, Easley, SC 29642",ELIGIBLE,34.720967,-82.556538,tricounty,,,,,PAST SALE,2025-03-06,Single Family Residential,113 Arbor Woods Way,Easley,SC,29642,509228.0,4.0,3.0,Powdersville,2188.0,29620.0,,,233.0,58.0,Sold,,,https://www.redfin.com/SC/Easley/113-Arbor-Woods-Way-29642/home/184256393,Greater Greenville MLS,1542070.0,N,Y,34.720967,-82.556538,Anderson,113 ARBOR WOODS WAY EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,ARBOR WOODS WAY,,,
"113 Ashwood Ln, Anderson, SC 29625",ELIGIBLE,34.5232809,-82.6973747,tricounty,2026-01-02,NO_ANSWER,,,PAST SALE,2025-08-08,Single Family Residential,113 Ashwood Ln,Anderson,SC,29625,295000.0,3.0,2.0,Other (See Remarks),1366.0,9147.0,,,216.0,17.0,Sold,,,https://www.redfin.com/SC/Anderson/113-Ashwood-Ln-29625/home/164510255,Greater Greenville MLS,1562901.0,N,Y,34.5232809,-82.6973747,Anderson,113 ASHWOOD LN ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-03,ASHWOOD LN,2026-01-04,2026-02-03,
"113 Baldwin Pl, Easley, SC 29642",ELIGIBLE,34.8166891,-82.5570097,tricounty,,,,,PAST SALE,,Single Family Residential,113 Baldwin Pl,Easley,SC,29642,282500.0,2.0,2.0,,1432.0,4930.0,2001.0,,197.0,,,,,https://www.redfin.com/SC/Easley/113-Baldwin-Pl-29642/home/87074397,,,N,Y,34.8166891,-82.5570097,Pickens,113 BALDWIN PL EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,BALDWIN PL,,,
"113 Beaverdam Creek Dr, Anderson, SC 29621",ELIGIBLE,34.562003657159,-82.6118803031121,tricounty,,,,,PAST SALE,2025-04-30,Single Family Residential,113 Beaverdam Creek Dr,Anderson,SC,29621,438990.0,4.0,2.5,Anderson,2721.0,7840.0,2025.0,,161.0,46.0,Sold,,,https://www.redfin.com/SC/Anderson/113-Beaverdam-Creek-DR-29621/home/192750956,Greater Greenville MLS,1546716.0,N,Y,34.562003657159,-82.6118803031121,Anderson,113 BEAVERDAM CREEK DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,BEAVERDAM CREEK DR,,,
"113 Bluebird Ln, Salem, SC 29676-3600",ELIGIBLE,34.8571013,-82.98329,tricounty,,,,,PAST SALE,2025-08-01,Single Family Residential,113 Bluebird Ln,Salem,SC,29676-3600,405000.0,3.0,2.0,Other (See Remarks),1688.0,218671.0,2004.0,,240.0,3.0,Sold,,,https://www.redfin.com/SC/Salem/113-Bluebird-Ln-29676/home/129106817,Greater Greenville MLS,1558494.0,N,Y,34.8571013,-82.98329,Oconee,113 BLUEBIRD LN SALEM SC 296763600,,,,,,,,,,,,,,,,,,,,,,,,,,BLUEBIRD LN,,,
"113 Bonaire Pointe Unit Smithbrook Subdivision, Anderson, SC 29621",ELIGIBLE,34.5380721,-82.6597793,tricounty,2026-01-07,NO_ANSWER,,,PAST SALE,2025-06-26,Single Family Residential,113 Bonaire Pointe Unit Smithbrook Subdivision,Anderson,SC,29621,500000.0,3.0,2.5,,2570.0,25264.0,2022.0,,195.0,25.0,Sold,,,https://www.redfin.com/SC/Anderson/113-Bonaire-Pt-29621/home/164465090,Greater Greenville MLS,1541097.0,N,Y,34.5380721,-82.6597793,Anderson,113 BONAIRE POINTE UNIT SMITHBROOK SUBDIVISION ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-06,BONAIRE POINTE UNIT SMITHBROOK SUBDIVISION,2026-01-07,2026-02-06,TODAY_ROUTE_RESULTS
"113 Bradley Park, Anderson, SC 29621",ELIGIBLE,34.5437546,-82.6440837,tricounty,2026-01-07,NO_ANSWER,,,PAST SALE,,Single Family Residential,113 Bradley Park,Anderson,SC,29621,465000.0,3.0,,,3194.0,11367.0,2000.0,,146.0,,,,,https://www.redfin.com/SC/Anderson/113-Bradley-Park-29621/home/78708454,,,N,Y,34.5437546,-82.6440837,Anderson,113 BRADLEY PARK ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-06,BRADLEY PARK,2026-01-07,2026-02-06,TODAY_ROUTE_RESULTS
"113 Cannon Dr, Central, SC 29630.0",ELIGIBLE,34.7030597,-82.8009172,tricounty,,,,,PAST SALE,,Single Family Residential,113 Cannon Dr,Central,SC,29630.0,45000.0,2.0,1.0,,1042.0,23189.0,1916.0,,43.0,,,,,https://www.redfin.com/SC/Central/113-Cannon-Dr-29630/home/87052863,,,N,Y,34.7030597,-82.8009172,Pickens,113 CANNON DR CENTRAL SC 296300,,,,,,,,,,,,,,,,,,,,,,,,,,CANNON DR,,,
"113 Carmen Way, Easley, SC 29642",ELIGIBLE,34.7762976,-82.4901947,tricounty,,,,,PAST SALE,2025-08-04,Single Family Residential,113 Carmen Way,Easley,SC,29642,347000.0,2.0,2.0,Sandalwood,1748.0,9147.0,,,199.0,125.0,Sold,,,https://www.redfin.com/SC/Easley/113-Carmen-Way-29642/home/86720119,Greater Greenville MLS,1553223.0,N,Y,34.7762976,-82.4901947,Anderson,113 CARMEN WAY EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,CARMEN WAY,,,
"113 Cascade Ln, nan, SC 29678",ELIGIBLE,34.6639388082644,-82.9609309642792,tricounty,,,,,PAST SALE,2025-09-25,Single Family Residential,113 Cascade Ln,,SC,29678,310000.0,4.0,2.5,Seneca,2164.0,6098.0,2025.0,,143.0,42.0,Sold,,,https://www.redfin.com/SC/Unknown/113-Cascade-Ln-Unknown/home/199610098,Greater Greenville MLS,1554382.0,N,Y,34.6639388082644,-82.9609309642792,Oconee,113 CASCADE LN NAN SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,CASCADE LN,,,
"113 Cascade Ln, Seneca, SC 29678",ELIGIBLE,34.66391,-82.961024,tricounty,,,,,PAST SALE,2025-09-25,Single Family Residential,113 Cascade Ln,Seneca,SC,29678,310000.0,4.0,2.5,Cascade Point,2164.0,6098.0,2025.0,,143.0,42.0,Sold,,,https://www.redfin.com/SC/Seneca/113-Cascade-LN-Unknown/home/195433399,WUMLS,20286448.0,N,Y,34.66391,-82.961024,Oconee,113 CASCADE LN SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,CASCADE LN,,,
"113 Cassandra Turn, Anderson, SC 29621",ELIGIBLE,34.491492,-82.6209779,tricounty,,,,,PAST SALE,2025-06-25,Single Family Residential,113 Cassandra Turn,Anderson,SC,29621,242000.0,4.0,2.5,Charleston Commons,1955.0,,,,124.0,,Sold,,,https://www.redfin.com/SC/Anderson/113-Cassandra-Turn-29621/home/164553274,WUMLS,20285708.0,N,Y,34.491492,-82.6209779,Anderson,113 CASSANDRA TURN ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,CASSANDRA TURN,,,
"113 Cassandra Turn Unit CC 18 Crane VE C, Anderson, SC 29621",ELIGIBLE,34.4904372,-82.6199658,tricounty,,,,,PAST SALE,2025-06-25,Single Family Residential,113 Cassandra Turn Unit CC 18 Crane VE C,Anderson,SC,29621,242000.0,4.0,2.5,,1283.0,7840.0,2025.0,,189.0,,Sold,,,https://www.redfin.com/SC/Anderson/113-Cassandra-Turn-29621/unit-CC-18-Crane-VE-C/home/195215041,Greater Greenville MLS,1552636.0,N,Y,34.4904372,-82.6199658,Anderson,113 CASSANDRA TURN UNIT CC 18 CRANE VE C ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,CASSANDRA TURN UNIT CC 18 CRANE VE C,,,
"113 Castleford Dr, Clemson, SC 29631",ELIGIBLE,34.6699413,-82.8086244,tricounty,,,,,PAST SALE,2025-05-23,Single Family Residential,113 Castleford Dr,Clemson,SC,29631,593500.0,3.0,2.5,Clemson,2258.0,33541.0,,,263.0,250.0,Sold,,,https://www.redfin.com/SC/Clemson/113-Castleford-Dr-29631/home/193948009,Greater Greenville MLS,1543989.0,N,Y,34.6699413,-82.8086244,Pickens,113 CASTLEFORD DR CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,CASTLEFORD DR,,,
"113 Cloverhill Dr, Anderson, SC 29624",HARD_NO,34.4453269,-82.637156,tricounty,2026-01-13,NOT_INTERESTED,,,PAST SALE,2025-10-17,Single Family Residential,113 Cloverhill Dr,Anderson,SC,29624,235000.0,3.0,2.0,,1555.0,21780.0,1971.0,,151.0,,Sold,,,https://www.redfin.com/SC/Anderson/113-Cloverhill-Dr-29624/home/63808259,Greater Greenville MLS,1568592.0,N,Y,34.4453269,-82.637156,Anderson,113 CLOVERHILL DR ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-12,CLOVERHILL DR,2026-01-13,2026-02-12,ASSUMED_NOT_INTERESTED_ROUTE
"113 Ellenburg Dr, Easley, SC 29640-2034",ELIGIBLE,34.8335658,-82.6039146,tricounty,,,,,PAST SALE,2025-04-04,Single Family Residential,113 Ellenburg Dr,Easley,SC,29640-2034,186000.0,4.0,3.0,,3957.0,32670.0,,,47.0,,Sold,,,https://www.redfin.com/SC/Easley/113-Ellenburg-Dr-29640/home/193424735,Greater Greenville MLS,1541315.0,N,Y,34.8335658,-82.6039146,Pickens,113 ELLENBURG DR EASLEY SC 296402034,,,,,,,,,,,,,,,,,,,,,,,,,,ELLENBURG DR,,,
"113 Fox Creek Ct Lot 13, Easley, SC 29642",ELIGIBLE,34.7742738384552,-82.6009854257028,tricounty,,,,,PAST SALE,2025-10-30,Single Family Residential,113 Fox Creek Ct Lot 13,Easley,SC,29642,469000.0,4.0,3.0,Easley,3012.0,21780.0,2025.0,,156.0,46.0,Sold,,,https://www.redfin.com/SC/Easley/113-Fox-Creek-CT-29642/unit-13/home/196148047,Greater Greenville MLS,1561072.0,N,Y,34.7742738384552,-82.6009854257028,Pickens,113 FOX CREEK CT LOT 13 EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,FOX CREEK CT LOT 13,,,
"113 Fox Haven Dr, Easley, SC 29642",ELIGIBLE,34.776988,-82.5995421,tricounty,,,,,PAST SALE,2025-09-29,Single Family Residential,113 Fox Haven Dr,Easley,SC,29642,491257.0,5.0,4.0,Easley,3600.0,21780.0,,,136.0,46.0,Sold,,,https://www.redfin.com/SC/Easley/113-Fox-Haven-Dr-29642/home/199114822,Greater Greenville MLS,1575016.0,N,Y,34.776988,-82.5995421,Pickens,113 FOX HAVEN DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,FOX HAVEN DR,,,
"113 Friendship Pointe Dr, Seneca, SC 29678",ELIGIBLE,34.6103041,-82.8924291,tricounty,,,,,PAST SALE,2025-02-10,Single Family Residential,113 Friendship Pointe Dr,Seneca,SC,29678,469000.0,4.0,2.0,Friendship Pointe,1982.0,38768.0,2019.0,,237.0,,Sold,,,https://www.redfin.com/SC/Seneca/113-Friendship-Pointe-Dr-29678/home/129384722,WUMLS,20282437.0,N,Y,34.6103041,-82.8924291,Oconee,113 FRIENDSHIP POINTE DR SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDSHIP POINTE DR,,,
"113 Garrison St, Easley, SC 29640",ELIGIBLE,34.8370664,-82.5886388,tricounty,,,,,PAST SALE,2025-03-04,Single Family Residential,113 Garrison St,Easley,SC,29640,157000.0,2.0,1.0,Glenwood Mill,2018.0,10890.0,1920.0,,78.0,,Sold,,,https://www.redfin.com/SC/Easley/113-Garrison-St-29640/home/63782053,Greater Greenville MLS,1547072.0,N,Y,34.8370664,-82.5886388,Pickens,113 GARRISON ST EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,GARRISON ST,,,
"113 Green Chase East, Anderson, SC 29621",ELIGIBLE,34.5450313,-82.6013751,tricounty,,,,,PAST SALE,2025-03-21,Single Family Residential,113 Green Chase East,Anderson,SC,29621,357500.0,3.0,2.0,The Greens,1902.0,,2004.0,,188.0,,Sold,,,https://www.redfin.com/SC/Anderson/113-Green-Chase-E-29621/home/63774188,WUMLS,20284170.0,N,Y,34.5450313,-82.6013751,Anderson,113 GREEN CHASE EAST ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN CHASE EAST,,,
"113 Green Forest Cir, Liberty, SC 29657",ELIGIBLE,34.7853016,-82.7151091,tricounty,,,,,PAST SALE,2025-01-31,Single Family Residential,113 Green Forest Cir,Liberty,SC,29657,259990.0,4.0,2.5,Green Forest,1508.0,20037.0,2024.0,,172.0,,Sold,,,https://www.redfin.com/SC/Liberty/113-Greenforest-Cir-29657/home/193180892,Greater Greenville MLS,1539879.0,N,Y,34.7853016,-82.7151091,Pickens,113 GREEN FOREST CIR LIBERTY SC 29657,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN FOREST CIR,,,
"113 Guthrie Ave, Belton, SC 29627",ELIGIBLE,34.5259824,-82.481926,tricounty,,,,,PAST SALE,,Other,113 Guthrie Ave,Belton,SC,29627,70000.0,2.0,,,955.0,14578.0,,,73.0,,,,,https://www.redfin.com/SC/Belton/113-Guthrie-Ave-29627/home/63762914,,,N,Y,34.5259824,-82.481926,Anderson,113 GUTHRIE AVE BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,GUTHRIE AVE,,,
"113 Haines Rd, Pickens, SC 29671",ELIGIBLE,34.8559018,-82.7021276,tricounty,,,,,PAST SALE,2025-10-10,Single Family Residential,113 Haines Rd,Pickens,SC,29671,405000.0,3.0,2.0,,2000.0,8276.0,2005.0,,203.0,,Sold,,,https://www.redfin.com/SC/Pickens/113-Haines-Rd-29671/home/87060078,Greater Greenville MLS,1568505.0,N,Y,34.8559018,-82.7021276,Pickens,113 HAINES RD PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,HAINES RD,,,
"113 Harborough Rd, Anderson, SC 29625",ELIGIBLE,34.5422548,-82.7263898,tricounty,,,,,PAST SALE,2025-12-05,Single Family Residential,113 Harborough Rd,Anderson,SC,29625,270000.0,3.0,2.0,Stonehaven - Anderson,1884.0,28749.0,1969.0,,143.0,,Sold,,,https://www.redfin.com/SC/Anderson/113-Harborough-Rd-29625/home/63772826,WUMLS,20294117.0,N,Y,34.5422548,-82.7263898,Anderson,113 HARBOROUGH RD ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,HARBOROUGH RD,,,
"113 Hardy St, Williamston, SC 29697",ELIGIBLE,34.6177078,-82.4963835,tricounty,,,,,PAST SALE,2025-09-17,Single Family Residential,113 Hardy St,Williamston,SC,29697,298000.0,3.0,2.0,,1515.0,28749.0,,,197.0,,Sold,,,https://www.redfin.com/SC/Williamston/113-Hardy-St-29697/home/86673956,Greater Greenville MLS,1559132.0,N,Y,34.6177078,-82.4963835,Anderson,113 HARDY ST WILLIAMSTON SC 29697,,,,,,,,,,,,,,,,,,,,,,,,,,HARDY ST,,,
"113 Holiday St, Pelzer, SC 29669-1131",ELIGIBLE,34.6505756,-82.4754682,tricounty,,,,,PAST SALE,2025-04-30,Single Family Residential,113 Holiday St,Pelzer,SC,29669-1131,255000.0,3.0,2.0,,1498.0,24393.0,1964.0,,170.0,,Sold,,,https://www.redfin.com/SC/Pelzer/113-Holiday-St-29669/home/60618164,Greater Greenville MLS,1552742.0,N,Y,34.6505756,-82.4754682,Anderson,113 HOLIDAY ST PELZER SC 296691131,,,,,,,,,,,,,,,,,,,,,,,,,,HOLIDAY ST,,,
"113 James Lawrence Orr Dr, Anderson, SC 29621",HARD_NO,34.5315759,-82.6393216,tricounty,2026-01-07,NOT_INTERESTED,,,PAST SALE,2025-06-02,Single Family Residential,113 James Lawrence Orr Dr,Anderson,SC,29621,400000.0,3.0,3.0,Anderson,6425.0,12632.0,,,62.0,42.0,Sold,,,https://www.redfin.com/SC/Anderson/113-James-Lawrence-Orr-Dr-29621/home/86697653,Greater Greenville MLS,1553058.0,N,Y,34.5315759,-82.6393216,Anderson,113 JAMES LAWRENCE ORR DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-06,JAMES LAWRENCE ORR DR,2026-01-07,2026-02-06,TODAY_ROUTE_RESULTS
"113 Jamestown Trl, Easley, SC 29642",ELIGIBLE,34.789056,-82.5296157,tricounty,,,,,PAST SALE,2025-10-17,Single Family Residential,113 Jamestown Trl,Easley,SC,29642,330000.0,3.0,2.5,The Colony,1614.0,24393.0,1996.0,,204.0,,Sold,,,https://www.redfin.com/SC/Easley/113-Jamestown-Trl-29642/home/86704998,Greater Greenville MLS,1566044.0,N,Y,34.789056,-82.5296157,Anderson,113 JAMESTOWN TRL EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,JAMESTOWN TRL,,,
"113 Jericho Creek Ct, Easley, SC 29640",ELIGIBLE,34.8478299,-82.5584088,tricounty,,,,,PAST SALE,2025-04-25,Single Family Residential,113 Jericho Creek Ct,Easley,SC,29640,440000.0,4.0,2.0,Jericho Ridge,2838.0,40075.0,2015.0,,155.0,21.0,Sold,,,https://www.redfin.com/SC/Easley/113-Jericho-Creek-Ct-29640/home/60566754,Greater Greenville MLS,1551245.0,N,Y,34.8478299,-82.5584088,Pickens,113 JERICHO CREEK CT EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,JERICHO CREEK CT,,,
"113 Kennelworth Way, Easley, SC 29640",ELIGIBLE,34.8649118,-82.5216906,tricounty,,,,,PAST SALE,2025-02-18,Single Family Residential,113 Kennelworth Way,Easley,SC,29640,265000.0,3.0,2.0,Georgetown,2100.0,36154.0,1973.0,,126.0,,Sold,,,https://www.redfin.com/SC/Easley/113-Kennelworth-Way-29640/home/87072253,Greater Greenville MLS,1543963.0,N,Y,34.8649118,-82.5216906,Pickens,113 KENNELWORTH WAY EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,KENNELWORTH WAY,,,
"113 Laurel Ln, Belton, SC 29627",ELIGIBLE,34.5137604,-82.5008356,tricounty,,,,,PAST SALE,2025-06-13,Single Family Residential,113 Laurel Ln,Belton,SC,29627,687500.0,4.0,4.0,Rice Woods,4803.0,108028.0,1953.0,,143.0,,Sold,,,https://www.redfin.com/SC/Belton/113-Laurel-Ln-29627/home/74849781,WUMLS,20285104.0,N,Y,34.5137604,-82.5008356,Anderson,113 LAUREL LN BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,LAUREL LN,,,
