Address,Lead_Status,Latitude,Longitude,Source,Last_Visited,Last_Result,Callback_Target,Notes,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,Address_Normalized,Geocodio Latitude,Geocodio Longitude,In_Source_CSV,Price,Beds,Baths,SqFt,Sold Date,Redfin Link,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Next_Eligible_Date,Street_Key,Street_Last_Visited,Street_Next_Eligible_Date,Street_Cooldown_Source
"311 Wild Cherry Ln, Clemson, SC 29631",ELIGIBLE,34.6835607,-82.8124677,tricounty,,,,,PAST SALE,2025-06-10,Single Family Residential,311 Wild Cherry Ln,Clemson,SC,29631,630000.0,5.0,3.0,Clemson Gardens,3072.0,,,,205.0,,Sold,,,https://www.redfin.com/SC/Clemson/311-Wild-Cherry-Ln-29631/home/87053776,WUMLS,20284628.0,N,Y,34.6835607,-82.8124677,Pickens,311 WILD CHERRY LN CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,WILD CHERRY LN,,,
"311 Zion Church Rd, Easley, SC 29642",ELIGIBLE,34.7839551,-82.5959133,tricounty,,,,,PAST SALE,2025-09-30,Single Family Residential,311 Zion Church Rd,Easley,SC,29642,292400.0,3.0,2.0,,1370.0,29185.0,1986.0,,213.0,,Sold,,,https://www.redfin.com/SC/Easley/311-Zion-Church-Rd-29642/home/87067683,Greater Greenville MLS,1567030.0,N,Y,34.7839551,-82.5959133,Pickens,311 ZION CHURCH RD EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,ZION CHURCH RD,,,
"3113 Pinehurst Ln, Anderson, SC 29621",ELIGIBLE,34.5543677,-82.62429,tricounty,,,,,PAST SALE,2025-08-12,Single Family Residential,3113 Pinehurst Ln,Anderson,SC,29621,305000.0,3.0,2.0,Other (See Remarks),1541.0,18730.0,1993.0,,198.0,,Sold,,,https://www.redfin.com/SC/Anderson/3113-Pinehurst-Ln-29621/home/63781544,Greater Greenville MLS,1562953.0,N,Y,34.5543677,-82.62429,Anderson,3113 PINEHURST LN ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,PINEHURST LN,,,
"312 Allingham Rd, Piedmont, SC 29673",ELIGIBLE,34.693521,-82.482965,tricounty,,,,,PAST SALE,2025-09-30,Single Family Residential,312 Allingham Rd,Piedmont,SC,29673,389900.0,5.0,3.0,Riverwood Farm,2674.0,6969.0,2025.0,,146.0,63.0,Sold,,,https://www.redfin.com/SC/Piedmont/312-Allingham-Rd-29673/home/196030588,Greater Greenville MLS,1560020.0,N,Y,34.693521,-82.482965,Anderson,312 ALLINGHAM RD PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,ALLINGHAM RD,,,
"312 F St, Anderson, SC 29625",HARD_NO,34.5076499,-82.6621365,tricounty,2026-01-06,NOT_INTERESTED,,,PAST SALE,2025-04-23,Single Family Residential,312 F St,Anderson,SC,29625,65500.0,2.0,1.0,Abney Mills,1000.0,,,,66.0,,Sold,,,https://www.redfin.com/SC/Anderson/312-F-St-29625/home/86692049,Greater Greenville MLS,1546685.0,N,Y,34.5076499,-82.6621365,Anderson,312 F ST ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-05,F ST,2026-01-06,2026-02-05,TODAY_ROUTE_RESULTS
"312 Forest Creek Dr, Seneca, SC 29678",ELIGIBLE,34.637563,-82.937277,tricounty,,,,,PAST SALE,2025-12-19,Single Family Residential,312 Forest Creek Dr,Seneca,SC,29678,260000.0,3.0,2.5,Oconee County,1425.0,13939.0,2025.0,,182.0,,Sold,,,https://www.redfin.com/SC/Seneca/312-Forest-Creek-Dr-29678/home/193971246,Greater Greenville MLS,1567329.0,N,Y,34.637563,-82.937277,Oconee,312 FOREST CREEK DR SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST CREEK DR,,,
"312 Gaston Cir, Westminster, SC 29693",ELIGIBLE,34.6777903,-83.0861373,tricounty,,,,,PAST SALE,2025-12-10,Single Family Residential,312 Gaston Cir,Westminster,SC,29693,291000.0,3.0,2.0,Hall Subdivisio,1741.0,54014.0,1981.0,,167.0,,Sold,,,https://www.redfin.com/SC/Westminster/312-Gaston-Cir-29693/home/129169217,WUMLS,20294119.0,N,Y,34.6777903,-83.0861373,Oconee,312 GASTON CIR WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,GASTON CIR,,,
"312 Gibson Rd, Easley, SC 29640",ELIGIBLE,34.8916286,-82.6196324,tricounty,,,,,PAST SALE,2025-08-29,Single Family Residential,312 Gibson Rd,Easley,SC,29640,365000.0,3.0,3.5,,1811.0,141134.0,1980.0,,202.0,,Sold,,,https://www.redfin.com/SC/Easley/312-Gibson-Rd-29640/home/87064602,Greater Greenville MLS,1564104.0,N,Y,34.8916286,-82.6196324,Pickens,312 GIBSON RD EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,GIBSON RD,,,
"312 Harris Ave, Belton, SC 29627",ELIGIBLE,34.5247962,-82.5083626,tricounty,,,,,PAST SALE,2025-07-07,Single Family Residential,312 Harris Ave,Belton,SC,29627,299000.0,3.0,2.5,,1854.0,36590.0,1973.0,,161.0,,Sold,,,https://www.redfin.com/SC/Belton/312-Harris-Ave-29627/home/145549039,Greater Greenville MLS,1555493.0,N,Y,34.5247962,-82.5083626,Anderson,312 HARRIS AVE BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,HARRIS AVE,,,
"312 Heathwood Ln, Easley, SC 29640",ELIGIBLE,34.8449154,-82.543334,tricounty,,,,,PAST SALE,2025-01-31,Single Family Residential,312 Heathwood Ln,Easley,SC,29640,550000.0,4.0,3.5,Heathwood,4919.0,41382.0,,,112.0,15.0,Sold,,,https://www.redfin.com/SC/Easley/312-Heathwood-Ln-29640/home/87072156,Greater Greenville MLS,1531645.0,N,Y,34.8449154,-82.543334,Pickens,312 HEATHWOOD LN EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,HEATHWOOD LN,,,
"312 Hugh St, Anderson, SC 29642",ELIGIBLE,34.4724907,-82.6483989,tricounty,,,,,PAST SALE,2025-07-16,Single Family Residential,312 Hugh St,Anderson,SC,29642,134000.0,2.0,1.0,,695.0,12196.0,,,193.0,,Sold,,,https://www.redfin.com/SC/Anderson/312-Hugh-St-29624/home/86694429,Greater Greenville MLS,1556228.0,N,Y,34.4724907,-82.6483989,Anderson,312 HUGH ST ANDERSON SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,HUGH ST,,,
"312 Monaco Cir, Clemson, SC 29631",ELIGIBLE,34.6949181,-82.7968194,tricounty,,,,,PAST SALE,2025-03-21,Single Family Residential,312 Monaco Cir,Clemson,SC,29631,575000.0,4.0,2.5,Monaco Estates,,18295.0,1984.0,,,3.0,Sold,,,https://www.redfin.com/SC/Clemson/312-Monaco-Cir-29631/home/63811906,WUMLS,20283307.0,N,Y,34.6949181,-82.7968194,Pickens,312 MONACO CIR CLEMSON SC 29631,,,,,,,,,,,,,,,,,,,,,,,,,,MONACO CIR,,,
"312 Nunnally Rd, Anderson, SC 29625",ELIGIBLE,34.5448343,-82.8203642,tricounty,,,,,PAST SALE,2025-02-28,Single Family Residential,312 Nunnally Rd,Anderson,SC,29625,235000.0,2.0,2.0,,1337.0,48787.0,1996.0,,176.0,,Sold,,,https://www.redfin.com/SC/Anderson/312-Nunnally-Rd-29625/home/86681652,Greater Greenville MLS,1543839.0,N,Y,34.5448343,-82.8203642,Anderson,312 NUNNALLY RD ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,NUNNALLY RD,,,
"312 Parkway Dr, Easley, SC 29640",ELIGIBLE,34.8217777,-82.5938169,tricounty,,,,,PAST SALE,2025-03-27,Single Family Residential,312 Parkway Dr,Easley,SC,29640,295000.0,4.0,2.0,,1746.0,41382.0,,,169.0,,Sold,,,https://www.redfin.com/SC/Easley/312-Parkway-Dr-29640/home/60727531,Greater Greenville MLS,1544901.0,N,Y,34.8217777,-82.5938169,Pickens,312 PARKWAY DR EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,PARKWAY DR,,,
"312 Rogers Rd, Pendleton, SC 29670",ELIGIBLE,34.6309835,-82.6792373,tricounty,2026-01-07,OTHER,,nan | RAW_RESULT: nan,PAST SALE,2025-09-26,Single Family Residential,312 Rogers Rd,Pendleton,SC,29670,348000.0,3.0,2.0,,1729.0,43560.0,1965.0,,201.0,,Sold,,,https://www.redfin.com/SC/Pendleton/312-Rogers-Rd-29670/home/86689450,Greater Greenville MLS,1567788.0,N,Y,34.6309835,-82.6792373,Anderson,312 ROGERS RD PENDLETON SC 29670,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-06,ROGERS RD,2026-01-07,2026-02-06,TODAY_ROUTE_RESULTS
"312 S Cove Rd, Sunset, SC 29685",ELIGIBLE,34.8793436,-82.8953303,tricounty,,,,,PAST SALE,2025-03-28,Single Family Residential,312 S Cove Rd,Sunset,SC,29685,2550000.0,4.0,5.0,The Reserve At Lake Keowee,4335.0,69696.0,,,588.0,,Sold,,,https://www.redfin.com/SC/Sunset/312-S-Cove-Rd-29685/home/63829041,WUMLS,20280354.0,N,Y,34.8793436,-82.8953303,Pickens,312 S COVE RD SUNSET SC 29685,,,,,,,,,,,,,,,,,,,,,,,,,,S COVE RD,,,
"312 Starling Ave, Easley, SC 29642",ELIGIBLE,34.7742392,-82.49366,tricounty,,,,,PAST SALE,2025-06-05,Single Family Residential,312 Starling Ave,Easley,SC,29642,430000.0,4.0,2.5,Easley,2496.0,7840.0,2021.0,,172.0,38.0,Sold,,,https://www.redfin.com/SC/Easley/312-Starling-Ave-29642/home/176590669,Greater Greenville MLS,1546740.0,N,Y,34.7742392,-82.49366,Anderson,312 STARLING AVE EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,STARLING AVE,,,
"312 W Hampton St, Anderson, SC 29624",ELIGIBLE,34.4944417,-82.6530327,tricounty,,,,,PAST SALE,,Multi-Family (2-4 Unit),312 W Hampton St,Anderson,SC,29624,45000.0,,,,1268.0,47916.0,,,35.0,,,,,https://www.redfin.com/SC/Anderson/312-W-Hampton-St-29624/home/63834288,,,N,Y,34.4944417,-82.6530327,Anderson,312 W HAMPTON ST ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,,W HAMPTON ST,,,
"312 W North 3rd St, Seneca, SC 29678",ELIGIBLE,34.6881318,-82.9592649,tricounty,,,,,PAST SALE,2025-02-10,Single Family Residential,312 W North 3rd St,Seneca,SC,29678,275000.0,3.0,3.5,Chestnut Hills,,,,,,,Sold,,,https://www.redfin.com/SC/Seneca/312-W-North-3rd-St-29678/home/194104573,WUMLS,20282348.0,N,Y,34.6881318,-82.9592649,Oconee,312 W NORTH 3RD ST SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,W NORTH 3RD ST,,,
"312 Westwood Dr, Anderson, SC 29626",ELIGIBLE,34.4974332,-82.6909736,tricounty,,,,,PAST SALE,2025-05-19,Single Family Residential,312 Westwood Dr,Anderson,SC,29626,203000.0,3.0,1.5,,1250.0,,,,162.0,,Sold,,,https://www.redfin.com/SC/Anderson/312-Westwood-Dr-29626/home/86688391,Greater Greenville MLS,1551816.0,N,Y,34.4974332,-82.6909736,Anderson,312 WESTWOOD DR ANDERSON SC 29626,,,,,,,,,,,,,,,,,,,,,,,,,,WESTWOOD DR,,,
"3128 Highway 252, Honea Path, SC 29654",ELIGIBLE,34.4313199,-82.4479936,tricounty,,,,,PAST SALE,,Single Family Residential,3128 Highway 252,Honea Path,SC,29654,67000.0,,,,1567.0,34848.0,,,43.0,,,,,https://www.redfin.com/SC/Honea-Path/3128-Highway-252-29654/home/86713111,,,N,Y,34.4313199,-82.4479936,Anderson,3128 HIGHWAY 252 HONEA PATH SC 29654,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHWAY 252,,,
"3129 Highway 252, Honea Path, SC 29654",ELIGIBLE,34.4322369,-82.4483425,tricounty,,,,,PAST SALE,2025-01-17,Single Family Residential,3129 Highway 252,Honea Path,SC,29654,350000.0,3.0,2.0,,2864.0,180774.0,,,122.0,,Sold,,,https://www.redfin.com/SC/Honea-Path/3129-Highway-252-29654/home/86713204,Greater Greenville MLS,1541912.0,N,Y,34.4322369,-82.4483425,Anderson,3129 HIGHWAY 252 HONEA PATH SC 29654,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHWAY 252,,,
"313 Delphi Dr, Seneca, SC 29672",ELIGIBLE,34.7114732,-82.9735848,tricounty,,,,,PAST SALE,2025-03-11,Single Family Residential,313 Delphi Dr,Seneca,SC,29672,380000.0,4.0,3.0,Oconee County,2150.0,24393.0,1987.0,,177.0,31.0,Sold,,,https://www.redfin.com/SC/Seneca/313-Delphi-Dr-29672/home/129315458,Greater Greenville MLS,1540033.0,N,Y,34.7114732,-82.9735848,Oconee,313 DELPHI DR SENECA SC 29672,,,,,,,,,,,,,,,,,,,,,,,,,,DELPHI DR,,,
"313 Hugh St, Anderson, SC 29624",ELIGIBLE,34.4729629,-82.6486712,tricounty,,,,,PAST SALE,2025-12-15,Single Family Residential,313 Hugh St,Anderson,SC,29624,120000.0,2.0,1.0,,910.0,7405.0,,,132.0,,Sold,,,https://www.redfin.com/SC/Anderson/313-Hugh-St-29624/home/86694394,Greater Greenville MLS,1560834.0,N,Y,34.4729629,-82.6486712,Anderson,313 HUGH ST ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,,HUGH ST,,,
"313 Hunter St, Seneca, SC 29678",ELIGIBLE,34.6811531,-82.9359652,tricounty,,,,,PAST SALE,2025-05-15,Single Family Residential,313 Hunter St,Seneca,SC,29678,130000.0,2.0,1.0,Seneca,1200.0,10454.0,,,108.0,,Sold,,,https://www.redfin.com/SC/Seneca/313-Hunter-St-29678/home/129492231,WUMLS,20281837.0,N,Y,34.6811531,-82.9359652,Oconee,313 HUNTER ST SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,HUNTER ST,,,
"313 Lakeside Dr, Westminster, SC 29693",ELIGIBLE,34.6646317,-83.0874485,tricounty,,,,,PAST SALE,2025-10-15,Single Family Residential,313 Lakeside Dr,Westminster,SC,29693,95000.0,3.0,1.0,Beacon Hill Sub,1162.0,17859.0,,,82.0,,Sold,,,https://www.redfin.com/SC/Westminster/313-Lakeside-Dr-29693/home/129557951,WUMLS,20289708.0,N,Y,34.6646317,-83.0874485,Oconee,313 LAKESIDE DR WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,LAKESIDE DR,,,
"313 Lakeview Dr, Townville, SC 29689",ELIGIBLE,34.5654353,-82.8414656,tricounty,,,,,PAST SALE,2025-09-03,Single Family Residential,313 Lakeview Dr,Townville,SC,29689,425000.0,3.0,2.0,Forest Acres,1400.0,,,,304.0,,Sold,,,https://www.redfin.com/SC/Townville/313-Lakeview-Dr-29689/home/86671998,WUMLS,20288878.0,N,Y,34.5654353,-82.8414656,Anderson,313 LAKEVIEW DR TOWNVILLE SC 29689,,,,,,,,,,,,,,,,,,,,,,,,,,LAKEVIEW DR,,,
"313 Miriam Rd, Starr, SC 29684",ELIGIBLE,34.401419,-82.6750948,tricounty,,,,,PAST SALE,2025-02-10,Single Family Residential,313 Miriam Rd,Starr,SC,29684,325000.0,2.0,2.5,Starr,,217800.0,,,,,Sold,,,https://www.redfin.com/SC/Starr/313-Miriam-Rd-29684/home/86695208,WUMLS,20282337.0,N,Y,34.401419,-82.6750948,Anderson,313 MIRIAM RD STARR SC 29684,,,,,,,,,,,,,,,,,,,,,,,,,,MIRIAM RD,,,
"313 Pagosa Ct, Seneca, SC 29678",ELIGIBLE,34.692257,-82.909503,tricounty,,,,,PAST SALE,2025-05-13,Single Family Residential,313 Pagosa Ct,Seneca,SC,29678,472105.0,3.0,3.5,Seneca,2654.0,14810.0,2025.0,,178.0,70.0,Sold,,,https://www.redfin.com/SC/Seneca/313-Pagosa-Ct-29678/home/195545184,Greater Greenville MLS,1555579.0,N,Y,34.692257,-82.909503,Oconee,313 PAGOSA CT SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,PAGOSA CT,,,
"313 Summerall Dr, Anderson, SC 29621",ELIGIBLE,34.583997,-82.624198,tricounty,,,,,PAST SALE,2025-10-08,Single Family Residential,313 Summerall Dr,Anderson,SC,29621,450000.0,3.0,2.5,Anderson,2402.0,,,,187.0,25.0,Sold,,,https://www.redfin.com/SC/Anderson/313-Summerall-Dr-29621/home/176587588,Greater Greenville MLS,1548219.0,N,Y,34.583997,-82.624198,Anderson,313 SUMMERALL DR ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,SUMMERALL DR,,,
"313 Trotter Rd, Pickens, SC 29671",ELIGIBLE,34.8989022,-82.6964095,tricounty,,,,,PAST SALE,2025-11-24,Single Family Residential,313 Trotter Rd,Pickens,SC,29671,254000.0,4.0,2.0,,1180.0,25264.0,1951.0,,215.0,,Sold,,,https://www.redfin.com/SC/Pickens/313-Trotter-Rd-29671/home/60703771,Greater Greenville MLS,1573209.0,N,Y,34.8989022,-82.6964095,Pickens,313 TROTTER RD PICKENS SC 29671,,,,,,,,,,,,,,,,,,,,,,,,,,TROTTER RD,,,
"313 Willow Oak Ct, Seneca, SC 29672",ELIGIBLE,34.7212488,-82.9710536,tricounty,,,,,PAST SALE,2025-05-09,Single Family Residential,313 Willow Oak Ct,Seneca,SC,29672,4700000.0,4.0,3.5,Oconee County,6900.0,,2000.0,,681.0,28.0,Sold,,,https://www.redfin.com/SC/Seneca/313-Willow-Oak-Ct-29672/home/129352137,Greater Greenville MLS,1552167.0,N,Y,34.7212488,-82.9710536,Oconee,313 WILLOW OAK CT SENECA SC 29672,,,,,,,,,,,,,,,,,,,,,,,,,,WILLOW OAK CT,,,
"3136 Midway Rd, Anderson, SC 29621",ELIGIBLE,34.5580252,-82.6102437,tricounty,,,,,PAST SALE,2025-10-24,Single Family Residential,3136 Midway Rd,Anderson,SC,29621,483000.0,4.0,3.5,Anderson,2889.0,16988.0,2025.0,,167.0,,Sold,,,https://www.redfin.com/SC/Anderson/3136-Midway-Rd-29621/home/194735082,WUMLS,20292114.0,N,Y,34.5580252,-82.6102437,Anderson,3136 MIDWAY RD ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,MIDWAY RD,,,
"3136 Midway Rd Lot 95, Anderson, SC 29621",ELIGIBLE,34.5580252,-82.6102437,tricounty,,,,,PAST SALE,2025-10-24,Single Family Residential,3136 Midway Rd Lot 95,Anderson,SC,29621,483000.0,4.0,3.5,Anderson,2889.0,16988.0,2025.0,,167.0,,Sold,,,https://www.redfin.com/SC/Anderson/3136-Midway-Rd-29621/unit-95/home/195341127,Greater Greenville MLS,1553910.0,N,Y,34.5580252,-82.6102437,Anderson,3136 MIDWAY RD LOT 95 ANDERSON SC 29621,,,,,,,,,,,,,,,,,,,,,,,,,,MIDWAY RD LOT 95,,,
"3138 Owens Mills Dr, Anderson, SC 29624",ELIGIBLE,34.470566,-82.641616,tricounty,,,,,PAST SALE,2025-11-26,Single Family Residential,3138 Owens Mills Dr,Anderson,SC,29624,270500.0,3.0,2.0,Other (See Remarks),1524.0,16117.0,,,177.0,,Sold,,,https://www.redfin.com/SC/Anderson/3138-Owens-Mill-Dr-29624/home/164472796,Greater Greenville MLS,1569584.0,N,Y,34.470566,-82.641616,Anderson,3138 OWENS MILLS DR ANDERSON SC 29624,,,,,,,,,,,,,,,,,,,,,,,,,,OWENS MILLS DR,,,
"314 Allingham Rd, Piedmont, SC 29673",ELIGIBLE,34.693647,-82.483128,tricounty,,,,,PAST SALE,2025-07-17,Single Family Residential,314 Allingham Rd,Piedmont,SC,29673,368503.0,4.0,2.0,Riverwood Farm,1835.0,6969.0,2025.0,,201.0,63.0,Sold,,,https://www.redfin.com/SC/Piedmont/314-Allingham-Rd-29673/home/196030580,Greater Greenville MLS,1560018.0,N,Y,34.693647,-82.483128,Anderson,314 ALLINGHAM RD PIEDMONT SC 29673,,,,,,,,,,,,,,,,,,,,,,,,,,ALLINGHAM RD,,,
"314 Beeks Rd, Belton, SC 29627",ELIGIBLE,34.502094,-82.460657,tricounty,,,,,PAST SALE,2025-01-24,Single Family Residential,314 Beeks Rd,Belton,SC,29627,1015000.0,7.0,4.0,,2246.0,1960200.0,1784.0,,452.0,,Sold,,,https://www.redfin.com/SC/Belton/314-Beeks-Rd-29627/home/113138532,Greater Greenville MLS,1536744.0,N,Y,34.502094,-82.460657,Anderson,314 BEEKS RD BELTON SC 29627,,,,,,,,,,,,,,,,,,,,,,,,,,BEEKS RD,,,
"314 Carriage Hill Dr, Easley, SC 29642",ELIGIBLE,34.7737653,-82.5396817,tricounty,,,,,PAST SALE,2025-05-30,Single Family Residential,314 Carriage Hill Dr,Easley,SC,29642,497000.0,5.0,3.0,Easley,2831.0,10018.0,2021.0,,176.0,43.0,Sold,,,https://www.redfin.com/SC/Easley/314-Carriage-Hill-Dr-29642/home/173050631,Greater Greenville MLS,1550903.0,N,Y,34.7737653,-82.5396817,Anderson,314 CARRIAGE HILL DR EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,CARRIAGE HILL DR,,,
"314 E Hampton St, Anderson, SC 29625",ELIGIBLE,34.4953674,-82.6441912,tricounty,,,,,PAST SALE,2025-05-22,Single Family Residential,314 E Hampton St,Anderson,SC,29625,128000.0,2.0,1.0,Anderson,829.0,,,,154.0,,Sold,,,https://www.redfin.com/SC/Anderson/314-E-Hampton-St-29624/home/86693327,WUMLS,20288184.0,N,Y,34.4953674,-82.6441912,Anderson,314 E HAMPTON ST ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,,E HAMPTON ST,,,
"314 E Mcguffin Dr, Westminster, SC 29693",ELIGIBLE,34.615508,-83.0534344,tricounty,,,,,PAST SALE,2025-11-12,Single Family Residential,314 E Mcguffin Dr,Westminster,SC,29693,300000.0,3.0,2.0,Westminster,1516.0,142005.0,,,198.0,,Sold,,,https://www.redfin.com/SC/Westminster/314-E-McGuffin-Dr-29693/home/129286815,WUMLS,20293299.0,N,Y,34.615508,-83.0534344,Oconee,314 E MCGUFFIN DR WESTMINSTER SC 29693,,,,,,,,,,,,,,,,,,,,,,,,,,E MCGUFFIN DR,,,
"314 Forest Creek Dr, Seneca, SC 29678",ELIGIBLE,34.637515,-82.937596,tricounty,,,,,PAST SALE,2025-11-26,Single Family Residential,314 Forest Creek Dr,Seneca,SC,29678,235000.0,3.0,2.0,Other (See Remarks),1433.0,14374.0,2024.0,,164.0,,Sold,,,https://www.redfin.com/SC/Seneca/314-Forest-Creek-Dr-29678/home/193418313,Greater Greenville MLS,1569160.0,N,Y,34.637515,-82.937596,Oconee,314 FOREST CREEK DR SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,FOREST CREEK DR,,,
"314 J St, Anderson, SC 29625",HARD_NO,34.509131,-82.6656228,tricounty,2026-01-06,NOT_INTERESTED,,,PAST SALE,2025-10-23,Single Family Residential,314 J St,Anderson,SC,29625,68000.0,2.0,1.0,Appleton Mill V,911.0,,,,75.0,,Sold,,,https://www.redfin.com/SC/Anderson/314-J-St-29625/home/164465569,WUMLS,20291887.0,N,Y,34.509131,-82.6656228,Anderson,314 J ST ANDERSON SC 29625,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-05,J ST,2026-01-06,2026-02-05,TODAY_ROUTE_RESULTS
"314 Laboone Rd, Easley, SC 29642",ELIGIBLE,34.7566476,-82.535481,tricounty,,,,,PAST SALE,2025-12-09,Single Family Residential,314 Laboone Rd,Easley,SC,29642,428500.0,3.0,2.0,,2132.0,130680.0,2017.0,,201.0,,Sold,,,https://www.redfin.com/SC/Easley/314-Laboone-Rd-29642/home/86705298,Greater Greenville MLS,1573947.0,N,Y,34.7566476,-82.535481,Anderson,314 LABOONE RD EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,LABOONE RD,,,
"314 Pagosa Ct, Seneca, SC 29678",ELIGIBLE,34.69241,-82.90928,tricounty,,,,,PAST SALE,2025-05-15,Single Family Residential,314 Pagosa Ct,Seneca,SC,29678,466998.0,3.0,3.0,Seneca,2582.0,14810.0,2025.0,,181.0,70.0,Sold,,,https://www.redfin.com/SC/Seneca/314-Pagosa-Ct-29678/home/195545512,Greater Greenville MLS,1555584.0,N,Y,34.69241,-82.90928,Oconee,314 PAGOSA CT SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,PAGOSA CT,,,
"314 Pecan Dr, Liberty, SC 29657",ELIGIBLE,34.739919,-82.65093,tricounty,,,,,PAST SALE,2025-11-06,Single Family Residential,314 Pecan Dr,Liberty,SC,29657,379900.0,3.0,2.0,Other (See Remarks),1734.0,87120.0,2025.0,,219.0,,Sold,,,https://www.redfin.com/SC/Liberty/314-Pecan-Dr-29657/home/164724829,Greater Greenville MLS,1570907.0,N,Y,34.739919,-82.65093,Anderson,314 PECAN DR LIBERTY SC 29657,,,,,,,,,,,,,,,,,,,,,,,,,,PECAN DR,,,
"314 Pine St, Seneca, SC 29678",ELIGIBLE,34.6792421,-82.9576437,tricounty,,,,,PAST SALE,,Single Family Residential,314 Pine St,Seneca,SC,29678,150000.0,3.0,1.0,,1316.0,4792.0,1947.0,,114.0,,,,,https://www.redfin.com/SC/Seneca/314-Pine-St-29678/home/129227476,,,N,Y,34.6792421,-82.9576437,Oconee,314 PINE ST SENECA SC 29678,,,,,,,,,,,,,,,,,,,,,,,,,,PINE ST,,,
"314 S 7th St, Easley, SC 29640",ELIGIBLE,34.8182891,-82.6066171,tricounty,,,,,PAST SALE,2025-10-24,Single Family Residential,314 S 7th St,Easley,SC,29640,187500.0,2.0,2.0,Woodside Mill,955.0,15245.0,,,196.0,,Sold,,,https://www.redfin.com/SC/Easley/314-S-7th-St-29640/home/60579125,Greater Greenville MLS,1557409.0,N,Y,34.8182891,-82.6066171,Pickens,314 S 7TH ST EASLEY SC 29640,,,,,,,,,,,,,,,,,,,,,,,,,,S 7TH ST,,,
"314 Stone Briar Ln, Easley, SC 29642",ELIGIBLE,34.7672023,-82.5797842,tricounty,,,,,PAST SALE,2025-06-03,Single Family Residential,314 Stone Briar Ln,Easley,SC,29642,435000.0,3.0,2.5,Stonebriar,2365.0,45302.0,2002.0,,184.0,17.0,Sold,,,https://www.redfin.com/SC/Easley/314-Stone-Briar-Ln-29642/home/60688955,Greater Greenville MLS,1548998.0,N,Y,34.7672023,-82.5797842,Anderson,314 STONE BRIAR LN EASLEY SC 29642,,,,,,,,,,,,,,,,,,,,,,,,,,STONE BRIAR LN,,,
